unique_id,table,record_id,field,fr_value,en-US,nl,de
fb08580e-2b03-5e58-8690-b1f4e3fb60af,dosages,8edc421e-e0b6-4f70-bf30-5867e30a54f2,description,voie orale (..!) 15\\' avant repas 2-3 prises/24 hrs,oral route (..!) 15 mins before meals 2-3 doses/24 hrs,orale weg (..!) 15 min voor maaltijd 2-3 doses/24u,orale Verabreichung (..!) 15 min vor dem Futter 2-3 Gaben/24h
822927e6-c048-5f4b-9df2-a3996e0d0e53,dosages,8edc421e-e0b6-4f70-bf30-5867e30a54f2,dosage_per_grams_unit,ml,ml,ml,ml
aff3b8f4-b8b7-5cfc-bba7-3424ef77199e,dosages,8f3d22f8-5fd6-4d0b-b140-2a4824128061,description,"dose = 0,15 à 0,2 ... 2x/ jourmais pdt 14 jrs !",dose = 0.15 to 0.2 ... 2x/day but for 14 days!,dosis = 0,15 tot 0
030bddfb-b63b-5202-ae85-251f50a6b414,dosages,8f3d22f8-5fd6-4d0b-b140-2a4824128061,dosage_per_grams_unit,ml,ml,ml,ml
d6ee792c-179e-5c80-beba-43792e9ed846,dosages,8f5a34ab-58c1-4544-a27e-b5c2494ff888,description,1x/j 7jrs,1x/day 7 days,1x/dag 7 dagen,1x/Tag 7 Tage
6205c82b-91e4-5a8e-b2e2-0fd2341676bf,dosages,8f5a34ab-58c1-4544-a27e-b5c2494ff888,dosage_per_grams_unit,ml,ml,ml,ml
14978b31-ae20-56e9-8142-5640a803d7cc,dosages,903651f4-46fc-4298-a48e-4b8120c98b60,description,"per os : (de1 à 2ml /kg : 50à100mg/kg) 2x par jour pdt 5-10jrs ! \\""tick pyemia\\"" ...","per os: (1 to 2ml/kg: 50 to 100mg/kg) 2x per day for 5-10 days! ""tick pyemia"" ...","per os: (1 tot 2ml/kg: 50 tot 100mg/kg) 2x per dag gedurende 5-10 dagen! ""tekenpyemie"" ...","per os: (1 bis 2ml/kg: 50 bis 100mg/kg) 2x täglich für 5-10 Tage! ""Zeckenpyämie"" ..."
d47c031b-7322-5ef1-bbb3-b42f4561588d,dosages,903651f4-46fc-4298-a48e-4b8120c98b60,dosage_per_grams_unit,ml,ml,ml,ml
36ff4661-902f-470c-8b76-a3d8bdff0154,dosages,90cce91f-57cd-4fad-803b-4ce81d31df94,dosage_per_grams_unit,ml,ml,ml,ml
b537811d-ae5e-5f65-b3b5-c21663551af6,dosages,9162906d-ecf0-4d97-93f4-81744a0e23e8,description,1x/jr pdt 5 jrs minimum ,1x/day for min. 5 days,1x/dag gedurende min. 5 dagen,1x/Tag für mind. 5 Tage
4e763b60-b233-5b4d-9dcd-75019933e694,dosages,9162906d-ecf0-4d97-93f4-81744a0e23e8,dosage_per_grams_unit,ml,ml,ml,ml
db454419-3547-406e-b194-03e85b033b66,dosages,91aa074b-3f0e-474d-9f7c-45d94d144ae0,description,Interdit,Forbidden,Verboden,Verboten
abae63e7-d74c-43b2-abda-561ac2bf712b,dosages,91af363a-e55c-4ffa-8226-046c4670a7da,description,repeter après 7 jours,repeat after 7 days,herhalen na 7 dagen,nach 7 Tagen wiederholen
e17d567f-00e2-47b7-802c-4afc20c6a814,dosages,91af363a-e55c-4ffa-8226-046c4670a7da,dosage_per_grams_unit,ml,ml,ml,ml
a06d4986-873e-4acb-87a1-199daf6f9102,dosages,937c9b9f-1df8-406a-8811-c908709a452c,description,2x/j,2x/day,2x/dag,2x/Tag
a43e352b-c70b-4d50-aec6-90dfa5350eca,dosages,937c9b9f-1df8-406a-8811-c908709a452c,dosage_per_grams_unit,ml,ml,ml,ml
41146557-03fa-5a36-9ec2-488f494eaac3,dosages,93b530c4-98df-4564-8a36-c094546d9404,description,AINS. 1x/ 24 hr ; relais per os avec meloxicam les 2 jrs suivants quand absolument nécessaire,NSAID. 1x/24h; switch to oral meloxicam for the next 2 days if absolutely necessary,NSAID. 1x/24u; overstap naar oraal meloxicam de volgende 2 dagen indien absoluut noodzakelijk,NSAID. 1x/24h; Umstellung auf orales Meloxicam für die nächsten 2 Tage wenn unbedingt nötig
5bbf3702-6214-5ea2-b0f1-731b20160b8f,dosages,93b530c4-98df-4564-8a36-c094546d9404,dosage_per_grams_unit,ml,ml,ml,ml
56c3133e-e5a6-5838-b568-00996454efe1,dosages,9475b12c-3870-4074-9253-7d58f27b2992,description,"AINS. =  0,5mg/kg, =dose énorme mais c comme ça ; pdt 3-4 jrs maxi ; essayer de prendre relais après jour 1 avec meloxicam voie orale  si mange!",NSAID. = 0.5mg/kg, = huge dose but that's how it is; for max 3-4 days; try to switch after day 1 to oral meloxicam if eating!,NSAID. = 0
59b7c635-c919-5469-a00b-398c73f160a7,dosages,9475b12c-3870-4074-9253-7d58f27b2992,dosage_per_grams_unit,ml,ml,ml,ml
d31e1d6b-3722-4680-9385-e9c397494c05,dosages,94b9684b-5fd3-4d4c-aafd-5ef2fc5ea467,description,Oral,Oral,Oraal,Oral
f6faa3be-7ca5-40da-94b8-5bbfdea6e373,dosages,94b9684b-5fd3-4d4c-aafd-5ef2fc5ea467,dosage_per_grams_unit,ml,ml,ml,ml
d6bf74c2-5d45-569f-b8c0-6c3365d75eb9,dosages,94eeeaa6-bc13-4cc4-882f-a1eeb41b8fc1,description, 2 x par jour pendant min 5 jours,2x per day for min. 5 days,2x per dag gedurende min. 5 dagen,2x täglich für mind. 5 Tage
94c4ced8-3730-54dd-bf4c-8a15eabbf0f6,dosages,94eeeaa6-bc13-4cc4-882f-a1eeb41b8fc1,dosage_per_grams_unit,comprimé,tablet,tablet,Tablette
ba98e402-1402-412f-9fd1-ab40b0e238c7,dosages,9504a7a4-5109-4bf8-9a0f-7f64db35bb63,description,"vermifuge interne, po dans l'eau de boisson, po dans la bouche",internal dewormer, po in drinking water, po in the mouth
cf4f804a-1cd0-40b9-95eb-62caa2209847,dosages,9504a7a4-5109-4bf8-9a0f-7f64db35bb63,dosage_per_grams_unit,ml,ml,ml,ml
7a07ee59-070c-4ca2-93c1-9ca4223d28c0,dosages,9636e5a1-e97a-4a4b-895d-ee795566a14a,dosage_per_grams_unit,ml,ml,ml,ml
6a086763-3396-5874-a587-e4435e7e6f1e,dosages,965ff04c-69c9-40e5-b437-5b272c284d2b,description,"  22 ! : quantité normale ! la dose est 5 fois + élevée que pour oiseaux plus grands ! ici : 1 goutte par 25 grammes ; pour on dans nuque ; renouveler après 7-10 jrs; attention : 1 américain dit toxicité chez Bouvreuil et Chardonneret si > que 0,4mg/kg...nous n\\'avons jamais constaté",  22!: normal quantity! the dose is 5 times higher than for larger birds! here: 1 drop per 25 grams; pour-on on nape; repeat after 7-10 days; caution: 1 American says toxicity in Bullfinch and Goldfinch if > 0.4mg/kg...we have never observed it,  22!: normale hoeveelheid! de dosis is 5x hoger dan voor grotere vogels! hier: 1 druppel per 25 gram; pour-on op nek; herhalen na 7-10 dagen; let op: 1 Amerikaan zegt toxiciteit bij Goudvink en Putter als > 0,4mg/kg...wij hebben het nooit gezien
1d658a3e-ac79-51cc-85a8-3e4f8196d5ff,dosages,965ff04c-69c9-40e5-b437-5b272c284d2b,dosage_per_grams_unit,ml,ml,ml,ml
10d44246-1d12-5544-a1e5-e40401c28e16,dosages,966b559d-b42a-495f-baaa-5dd297bcb37c,description,"diluate iv, im, sc",dilute iv, im, sc
13d62838-8d1e-5aa3-a6bd-35427eef4a1d,dosages,966b559d-b42a-495f-baaa-5dd297bcb37c,dosage_per_grams_unit,mg,mg,mg,mg
ccab4cbb-5533-435c-93fd-a9a69f322c0e,dosages,97a7f61a-2f7d-4a26-8b52-5507ce99c011,description,SC,SC,SC,SC
1700d17d-d60b-4334-aaa2-359820fcf856,dosages,97a7f61a-2f7d-4a26-8b52-5507ce99c011,dosage_per_grams_unit,ml,ml,ml,ml
0acbc9fc-a8de-56e7-9187-80becea5843b,dosages,98174d8e-bd9b-409d-b22a-082bff6e7d68,description, 2 x par jour pendant min 5 jours,2x per day for min. 5 days,2x per dag gedurende min. 5 dagen,2x täglich für mind. 5 Tage
4ea9ed3d-9c8f-5979-b28b-f121b93a7feb,dosages,98174d8e-bd9b-409d-b22a-082bff6e7d68,dosage_per_grams_unit,comp,tab,tab,Tabl
11bb2dfa-eeed-5082-b0b8-f31ac71082ae,dosages,98739d9f-fc7a-4f03-80d7-4af67e9d6dc4,description,2 fois par jour pendant 7 jrs minimum ; peut doubler cette dose,2 times per day for min. 7 days; can double this dose,2 maal per dag gedurende min. 7 dagen; kan deze dosis verdubbelen,2-mal täglich für mind. 7 Tage; kann diese Dosis verdoppeln
f0408bf6-2e72-5a85-b99b-76a11ea57a08,dosages,98739d9f-fc7a-4f03-80d7-4af67e9d6dc4,dosage_per_grams_unit,ml,ml,ml,ml
e7f12bde-e0fa-54b2-943a-09b2b2771d07,dosages,988b83f6-44ae-45f9-8438-ff5671a3e6e7,description,per os 2x/jr ; pdt 7 jrs ;,per os 2x/day; for 7 days;,per os 2x/dag; gedurende 7 dagen;,per os 2x/Tag; für 7 Tage;
591b703e-53aa-5887-9343-2971fcb87373,dosages,988b83f6-44ae-45f9-8438-ff5671a3e6e7,dosage_per_grams_unit,ml,ml,ml,ml
62fea89d-e0d0-41e4-a75d-5c2235454673,dosages,98afacf2-747f-47fa-9039-cf3af4d9eb6b,dosage_per_grams_unit,ml (SC),ml (SC),ml (SC),ml (SC)
adedebfb-5ab0-570a-b49c-a375923cd0a5,dosages,98b23ac3-54b7-4e99-954e-a831aeb3c08e,description,donnent formes orales de ces composés  2x/j,give oral forms of these compounds 2x/day,geven orale vormen van deze verbindingen 2x/dag,orale Formen dieser Verbindungen 2x/Tag verabreichen
b5aee3c9-6049-525d-8ed5-7a3ef4f2d01e,dosages,98bfcfed-b088-4c3e-8269-b984b9bc262a,description, voie orale (..!) 15\\' avant repas 2-3 prises/24 hrs, oral route (..!) 15 mins before meals 2-3 doses/24 hrs, orale weg (..!) 15 min voor maaltijd 2-3 doses/24u, orale Verabreichung (..!) 15 min vor dem Futter 2-3 Gaben/24h
8c730599-4401-5005-b478-d70d106fd379,dosages,98bfcfed-b088-4c3e-8269-b984b9bc262a,dosage_per_grams_unit,ml,ml,ml,ml
48041327-0ffd-5cbf-b7b5-009812c4fc4a,dosages,9ac267a2-b70e-4106-ba36-34626f9c4407,description,"2 fois par jour pendant 7 jrs minimum ; pour les \\""légers moyens oiseaux\\""!","2 times per day for min. 7 days; for ""light medium birds""!","2 maal per dag gedurende min. 7 dagen; voor ""lichte middelgrote vogels""!","2-mal täglich für mind. 7 Tage; für ""leichte mittlere Vögel""!"
52a8d07b-36a6-57f7-8388-3b5fee0ee848,dosages,9ac267a2-b70e-4106-ba36-34626f9c4407,dosage_per_grams_unit,ml,ml,ml,ml
e2e608c3-df28-4939-86c6-58bedf8ab913,dosages,9ac6d544-259e-4d04-a516-e41a862b5595,dosage_per_grams_unit,Ml,Ml,Ml,Ml
2ac8e4d0-c3d2-57fa-b7ed-be34cde71da5,dosages,9bdad5b2-8dbc-40e8-9094-9ec6e277a2f0,description,donnent formes orales de ces composés  2x/jr,give oral forms of these compounds 2x/day,geven orale vormen van deze verbindingen 2x/dag,orale Formen dieser Verbindungen 2x/Tag verabreichen
a2f81ea6-5a71-5267-bb83-e150f517a78d,dosages,9c30a7db-f5d4-4c21-84f1-a20ad698c143,description,"1x/jr 3à5 jrs, en fct cible",1x/day 3 to 5 days, depending on target,1x/dag 3 tot 5 dagen
00bf4127-de6c-577e-bc1f-49695f0d78a6,dosages,9c30a7db-f5d4-4c21-84f1-a20ad698c143,dosage_per_grams_unit,ml,ml,ml,ml
acf90005-e144-4510-807b-04bba11c860e,dosages,9e2e5263-e781-405a-85dc-1a42bad601a2,dosage_per_grams_unit,ml IM,ml IM,ml IM,ml IM
275c9f2c-52e2-4e27-9528-7c17a136a4d7,dosages,9e3a4a69-f3f6-4717-bb94-dd8b04bbfa75,dosage_per_grams_unit,ml,ml,ml,ml
b7e9b89f-1e15-4213-aca3-96489c2c7625,dosages,9e732318-126d-4670-9b64-9fe7c2fd37f6,dosage_per_grams_unit,ml,ml,ml,ml
38b9d41a-d0a4-504c-a1d7-5211d19da6d6,dosages,9e8e5608-6e32-494f-906e-aa9f996d3e1e,description,"2 x/jour ; durée : 10 jours //ceci = dose ostéomyélite qui est double de la dose normale du chien et du chat (5,5mg/kg/j)  chat : dose minimum. Attention ! Interdit lagomorphes et rongeurs !",2x/day; duration: 10 days //this = osteomyelitis dose which is double the normal dose for dogs and cats (5.5mg/kg/day) cat: minimum dose. Caution! Forbidden for lagomorphs and rodents!,2x/dag; duur: 10 dagen //dit = osteomyelitis dosis die het dubbele is van de normale dosis voor hond en kat (5,5mg/kg/dag) kat: minimum dosis. Let op! Verboden voor lagomorfen en knaagdieren!
d8650fad-c89f-585c-9920-6b8b4c9b0935,dosages,9e8e5608-6e32-494f-906e-aa9f996d3e1e,dosage_per_grams_unit,gelule,capsule,capsule,Kapsel
637f895f-fd28-556a-a83a-023bb4c19489,dosages,a04e5dd9-aea5-4f12-b475-36bd07f1b073,description,anticoccidien ; diluer a tout prix ,anticoccidial; must be diluted at all costs,anticoccidiosum; ten koste van alles verdunnen,Antikokzidium; unbedingt verdünnen
aff3c822-9fdd-5b64-8a42-58ec33e31c57,dosages,a04e5dd9-aea5-4f12-b475-36bd07f1b073,dosage_per_grams_unit,ml,ml,ml,ml
339d3aa3-7dff-53c2-9894-11f6f79ea307,dosages,a0b89576-c0f4-480e-8270-6d077946b9d8,description,"3 x/ jour, 15 \\' avant repas",3 x / day, 15 mins before meals,3 x / dag
dd1079d1-93c4-56b5-8ace-1ed0e97f3c2e,dosages,a0b89576-c0f4-480e-8270-6d077946b9d8,dosage_per_grams_unit,ml,ml,ml,ml
57ab611e-f636-4808-8aa4-a3f3d5ff4310,dosages,a10288c1-365f-462a-b459-7e4bc9e64801,description,Im 3 days,IM 3 days,IM 3 dagen,IM 3 Tage
e09761ae-24c2-47f3-b59c-5de40f8e87f9,dosages,a10288c1-365f-462a-b459-7e4bc9e64801,dosage_per_grams_unit,ml,ml,ml,ml
662a712d-63c5-5564-b315-1e85505db6aa,dosages,a156f428-2e43-4f9d-85eb-f6f93a39d7c1,description," (jusqu\\'à 0,4ml) s/peau encolure, à endroit impossible à lécher ; répéter au - 1x  après7-10 jrs ; ",(up to 0.4ml) s/c on nape, in an area impossible to lick; repeat at least 1x after 7-10 days;,(tot 0
bbd3be0e-586e-5870-af92-5ff83be06e7e,dosages,a156f428-2e43-4f9d-85eb-f6f93a39d7c1,dosage_per_grams_unit,ml,ml,ml,ml
2e018708-e449-4d12-b152-20368537bb34,dosages,a18a4e0a-4fe9-4b0e-93a0-638c1e742b22,dosage_per_grams_unit,ml IM,ml IM,ml IM,ml IM
6c3c30b8-50b9-5dfd-b032-fab1e58e5dee,dosages,a1b6c633-ba74-49df-814c-eed2c85c93fd,description,"indication : plaies, postop\\', problèmes urinaires, génitaux, respiratoires (vu réticence usage fluoroquinolones)etc...",indication: wounds, post-op, urinary
d556f926-e269-53cd-bca3-9c7faba635ca,dosages,a1b6c633-ba74-49df-814c-eed2c85c93fd,dosage_per_grams_unit,ml,ml,ml,ml
1827cc0c-686a-5c2c-a1eb-178413c189d7,dosages,a234fc5a-6601-4cc7-8036-2860ffd966ae,description,pendant 2 jrs ; anticoccidien a diluer a tout prix,for 2 days; anticoccidial must be diluted at all costs,gedurende 2 dagen; anticoccidiosum moet ten koste van alles verdund worden,für 2 Tage; Antikokzidium muss unbedingt verdünnt werden
6ec460ce-5a17-5ccf-9764-ef10cf0df506,dosages,a234fc5a-6601-4cc7-8036-2860ffd966ae,dosage_per_grams_unit,ml,ml,ml,ml
d1d7c715-e9f6-5bc5-b8fe-b1875ef96564,dosages,a3788dba-2bd7-45d7-a322-7778efb5ff47,description,"indication : plaies, postop\\', problèmes urinaires, génitaux, respiratoires (vu réticence usage fluoroquinolones)etc...",indication: wounds, post-op, urinary
e8b2c63c-37e4-5b47-b9c6-aa4e14b3d735,dosages,a3788dba-2bd7-45d7-a322-7778efb5ff47,dosage_per_grams_unit,ml,ml,ml,ml
72a51b21-5c00-4e93-a8c7-31174b445f13,dosages,a3bdfd91-d841-45f2-9296-f2754e1a3520,dosage_per_grams_unit,ml,ml,ml,ml
eeddb364-9d1d-45c5-9bb9-ce861b22945c,dosages,a3c0e1b2-ccc7-4f30-b15a-56be8450ebfb,dosage_per_grams_unit,mg,mg,mg,mg
25f47120-2e20-4bfc-8f1c-fbb169d39544,dosages,a3eabbcd-2779-4a38-8224-b76755362042,dosage_per_grams_unit,ml,ml,ml,ml
6ea9b504-571a-5a0a-a5dd-9f3994bb94a9,dosages,a3f45af6-c08d-4262-9130-59abbec685bc,description,"choisir dilution en fct  du poids ; appliquer en \\""pour on\\"" dans zone impossible à \\""lécher\\""","choose dilution according to weight; apply as a ""pour-on"" in an area impossible to ""lick""","verdunning kiezen op basis van gewicht; aanbrengen als ""pour-on"" op een plek die niet gelikt kan worden","Verdünnung nach Gewicht wählen; als ""Pour-on"" in einem Bereich auftragen"
33d28b7b-c46b-5157-b101-00c7e57e6dbf,dosages,a3f45af6-c08d-4262-9130-59abbec685bc,dosage_per_grams_unit,ml,ml,ml,ml
14dd1cd5-8a3a-5f4d-90cc-028c71250ca2,dosages,a496f8a2-b420-402a-b575-4751e76adea3,description,"2x/jr, pdt 3 - jrs",2x/day, for 3 days,2x/dag
2dc75b98-4148-5ea6-b53d-ea6095cac7da,dosages,a496f8a2-b420-402a-b575-4751e76adea3,dosage_per_grams_unit,ml,ml,ml,ml
7ee3cb64-803f-57df-b04d-d976f491dd7e,dosages,a52ca3ef-8d42-408a-a274-4050508393be,description,.2 x  /jour  7jours minimum. Utiliser dès que administration buccale possible; dose très forte : c\\'est vérifié!,.2 x /day minimum 7 days. Use as soon as oral admin possible; very high dose: confirmed!,0.2 x /dag min. 7 dagen. Gebruik zodra orale toediening mogelijk is; zeer hoge dosis: bevestigd!,0.2 x /Tag mind. 7 Tage. Anwenden
03375313-2b1f-5f3d-9ee3-4f54ac857a01,dosages,a52ca3ef-8d42-408a-a274-4050508393be,dosage_per_grams_unit,comprimé,tablet,tablet,Tablette
b23abc17-e00a-56f3-a55c-38bc01086fe7,dosages,a5362048-0f61-4400-b7ef-2f4bdd1e6192,description,"indication : plaies, postop\\', problèmes urinaires, génitaux, respiratoires (vu réticence usage fluoroquinolones)etc...",indication: wounds, post-op, urinary
46e6cc97-54c5-5782-9176-2f3ec71a95b8,dosages,a5362048-0f61-4400-b7ef-2f4bdd1e6192,dosage_per_grams_unit,ml,ml,ml,ml
06c3f02d-fd48-510e-a4b8-fd1c7a015102,dosages,a695ce3a-cf60-4e41-82fe-363d636ca126,description,1x ./ jour pendant minimum 5 jrs ; = dose notice,1x / day for a minimum of 5 days; = package insert dose,1x / dag gedurende min. 5 dagen; = bijsluiter dosis,1x / Tag für mindestens 5 Tage; = Packungsbeilage Dosis
9187fac8-376a-5fc8-9ab6-e5a46a809754,dosages,a695ce3a-cf60-4e41-82fe-363d636ca126,dosage_per_grams_unit,ml,ml,ml,ml
cb684c9e-1997-4ff5-9f38-399146687061,dosages,a6b620d1-843e-4c60-ab99-4655c23bbc09,dosage_per_grams_unit,ml,ml,ml,ml
670bddb3-e3c9-5004-bdd4-0f9822f2cc0c,dosages,a79ebaf8-0b84-4d88-8fb1-2fc389a0bddb,description,"1-2 fois par jour avec aliment, 3 jours maxi (boeringer = 0,8 1x!))",1-2 times per day with food, max 3 days (boeringer = 0.8 1x!)),1-2 maal per dag met voer
da5efafc-850c-5128-a24e-5b8daa0e1684,dosages,a79ebaf8-0b84-4d88-8fb1-2fc389a0bddb,dosage_per_grams_unit,ml,ml,ml,ml
9fe6d473-04f1-4651-8473-e0d61313b9bc,dosages,a87f33e8-e4df-4012-9b5a-d4834146148b,dosage_per_grams_unit,ml,ml,ml,ml
5028d490-1fc2-4ca0-865e-14669842b2ad,dosages,a89154c8-d86a-444c-92aa-616e843275a0,dosage_per_grams_unit,Ml,Ml,Ml,Ml
9615e14c-854f-520b-a271-8fea48e83b8b,dosages,a8b993e5-2357-4a78-8c1d-d4a7a47c6cf6,description,cortico one shot !!  veiller à bonne hydratation !,cortico one shot!! ensure good hydration!,cortico one shot!! zorg voor goede hydratatie!,Kortikoid Einmalgabe!! auf gute Hydratation achten!
2c3da116-7bd7-533a-ab0b-40d7a81ebeb6,dosages,a8b993e5-2357-4a78-8c1d-d4a7a47c6cf6,dosage_per_grams_unit,ml,ml,ml,ml
2127bd3b-2db5-5606-8685-d560c5d0a1e2,dosages,a8c1ff0d-f80d-4518-a8af-b19efed091b2,description,"ceci = dose maximum ! pr Hérissons, chats, et mustelidés(dose minimum = 0,1ml/kg) ;22 ! dose maxi ne concerne pas lagomorphes! pas d\\'activité sur tiques ; 1 application/mois antiparasitaire systématique pour chats, mustélidés et éventuellement renard, si pas de tiques ;",this = maximum dose! for Hedgehogs, cats, and mustelids (minimum dose = 0.1ml/kg); 22! max dose does not concern lagomorphs! no activity against ticks; 1 application/month systematic antiparasitic for cats
e8be8bb1-2318-5427-b881-a86920e9f4e8,dosages,a8c1ff0d-f80d-4518-a8af-b19efed091b2,dosage_per_grams_unit,ml,ml,ml,ml
5d43563e-c94c-4fe8-a851-a37c3835dc72,dosages,a9bc4ceb-f10e-497b-b80e-5b3aa05a2aa9,description,1x ./ jour pendant minimum 5 jrs ; = dose notice,1x / day for a minimum of 5 days; = package insert dose,1x / dag gedurende min. 5 dagen; = bijsluiter dosis,1x / Tag für mindestens 5 Tage; = Packungsbeilage Dosis
0d18c003-160f-4d6f-8364-2837a174f46b,dosages,a9bc4ceb-f10e-497b-b80e-5b3aa05a2aa9,dosage_per_grams_unit,ml,ml,ml,ml
2d554fe3-02a4-4627-b81e-969367fbc044,dosages,a9ebd3a0-5a32-43fa-99d5-d643e8f00b6f,dosage_per_grams_unit,ml (IV),ml (IV),ml (IV),ml (IV)
28f959a9-eecb-5a65-847b-dc296d0d3b1e,dosages,aa1444ae-b8f5-49bd-b887-50af864e2278,description,si per os 2x/jr ; pdt 7 jrs,if per os 2x/day; for 7 days,indien per os 2x/dag; gedurende 7 dagen,wenn per os 2x/Tag; für 7 Tage
9159f34f-cfde-59d0-b80a-29d4a270c333,dosages,aa1444ae-b8f5-49bd-b887-50af864e2278,dosage_per_grams_unit,lml,ml,ml,ml
f3cdb203-8492-57d2-af0b-c15c288ca78d,dosages,aac16220-cfe4-428c-870e-780b5d66d037,description,interdit chez lagomorphes et rongeurs,forbidden in lagomorphs and rodents,verboden bij lagomorfen en knaagdieren,verboten bei Lagomorphen und Nagetieren
44a38124-de13-4c93-82f1-dea6ed3a0720,dosages,ab394d25-da44-4633-bb90-c589074c2006,dosage_per_grams_unit,ml,ml,ml,ml
e9b2b69a-e430-48e8-8c7f-0320a3d295ee,dosages,ab603cea-eb03-4287-813c-8975815c0e88,dosage_per_grams_unit,ml,ml,ml,ml
b7163671-2450-4f1c-b718-db729d765a43,dosages,ac234019-755d-425d-88fb-44583f884ca4,description,Im 5 days,IM 5 days,IM 5 dagen,IM 5 Tage
0a99d23a-3f9f-4e68-bdd9-c28b5401a294,dosages,ac234019-755d-425d-88fb-44583f884ca4,dosage_per_grams_unit,ml,ml,ml,ml
1aceba6e-5b14-533a-aca9-cdcad65e7ff4,dosages,ac686e3b-5815-4da4-8894-b6dcea3e0cef,description,cortico one shot ;  veiller à bonne hydratation !,cortico one shot; ensure good hydration!,cortico one shot; zorg voor goede hydratatie!,Kortikoid Einmalgabe; auf gute Hydratation achten!
34b72415-4eb8-568f-aaae-3a1242b086bd,dosages,ac686e3b-5815-4da4-8894-b6dcea3e0cef,dosage_per_grams_unit,ml,ml,ml,ml
d43593a9-9583-4e6a-b76e-4a3849f38073,dosages,acd9a769-6179-4a50-a41b-fd07d94df871,dosage_per_grams_unit,ml,ml,ml,ml
6abb5584-aa63-58a9-af4c-e20fecff2ce7,dosages,ad3d594a-d244-4606-ae18-0f692af52df3,description,interdit,forbidden,verboden,verboten
4715b81d-1fb7-476e-a11b-70a57dd4603e,dosages,ad755796-dbbe-4ffb-90f5-72b2b64b58b2,description,Im 5 days,IM 5 days,IM 5 dagen,IM 5 Tage
81ded7f8-f0cc-42fc-a667-123eab16b9a8,dosages,ad755796-dbbe-4ffb-90f5-72b2b64b58b2,dosage_per_grams_unit,ml,ml,ml,ml
3d8ec38f-38c2-5a58-9afb-ccb023fe4f5b,dosages,adbaed39-bd2d-4679-bbaa-781bcedc1e72,description," s/peau encolure, à endroit impossible à lécher ; répéter après7-10 jrs ; ",s/c on nape, in an area impossible to lick; repeat after 7-10 days;,s/c op nek
0bb52c04-1205-5ff3-9fb3-45a9095b931e,dosages,adbaed39-bd2d-4679-bbaa-781bcedc1e72,dosage_per_grams_unit,ml,ml,ml,ml
c5f52c0f-42d8-461d-b96c-b4ab7f14332e,dosages,aebe6bd2-9efe-4799-bb3d-c7991ac545f7,description,"Indication : plaies, postop', problèmes urinaires, génitaux, respiratoires (vu réticence usage fluoroquinolones)etc... 1x/jour ; durée : 7jours minimum utiliser si forme buccale impossible",Indication: wounds, post-op, urinary
a6d0bdb6-7477-4ea2-aa5d-4b43c53f56a9,dosages,aebe6bd2-9efe-4799-bb3d-c7991ac545f7,dosage_per_grams_unit,ml,ml,ml,ml
75706b78-2768-4a2c-a663-c8c20d5feb7f,dosages,aedd0246-3aaf-4cc6-a9ee-f62bbd669d7e,dosage_per_grams_unit,ml,ml,ml,ml
80690f7f-efe5-4d94-a259-72adf7e0c8ab,dosages,af0889ad-19cc-4708-ad75-a039adca2243,description,"indication : plaies, postop', problèmes urinaires, génitaux, respiratoires (vu réticence usage fluoroquinolones)etc... 1x/jour durée : 7jours minimum utiliser quand forme buccale impossible",indication: wounds, post-op, urinary
3ad4c632-5bdc-4b41-9df6-573d02f86b4a,dosages,af0889ad-19cc-4708-ad75-a039adca2243,dosage_per_grams_unit,ml,ml,ml,ml
b685eb5e-497f-5785-875d-0204d7803803,dosages,af667754-9ac8-4a4c-b74c-d3aaa6c9b138,description,"choisir dilution en fct du poids ; en pour on dans zone impossible à \\""lécher\\"" ","choose dilution according to weight; as a pour-on in an area impossible to ""lick""",verdunning kiezen op basis van gewicht; als pour-on op een plek die niet gelikt kan worden,Verdünnung nach Gewicht wählen; als Pour-on in einem Bereich
73a5cd81-11e6-55c8-b54a-aa277f61595e,dosages,af667754-9ac8-4a4c-b74c-d3aaa6c9b138,dosage_per_grams_unit,ml,ml,ml,ml
9dadb958-30a4-581f-a3da-a800665c3c79,dosages,af66c8a8-431b-4c22-87cf-6f9fbd3dee05,description,AINS . 1x/ 24 hr ; relais per os avec meloxicam voie orale quand absolument nécessaire 2 jrs supplementaires,NSAID. 1x/24h; switch to oral meloxicam when absolutely necessary for 2 additional days,NSAID. 1x/24u; overstap naar oraal meloxicam wanneer absoluut noodzakelijk voor 2 extra dagen,NSAID. 1x/24h; Umstellung auf orales Meloxicam wenn unbedingt nötig für 2 weitere Tage
b62a8248-b4da-5068-acde-cb41e46800d6,dosages,af66c8a8-431b-4c22-87cf-6f9fbd3dee05,dosage_per_grams_unit,ml,ml,ml,ml
50f9eb85-eef0-46dc-bd89-ba00e322669f,dosages,afb3722b-7310-44c6-b137-1eff16f91372,dosage_per_grams_unit,ml,ml,ml,ml
d1cf8797-ffbe-4d17-93b3-4f14e33bc579,dosages,b0fdac27-c1f0-4e55-95a4-53a45915cff0,description,Im,IM,IM,IM
0fdfe7a0-f92d-4a9c-877c-d7867a31c5fe,dosages,b0fdac27-c1f0-4e55-95a4-53a45915cff0,dosage_per_grams_unit,ml,ml,ml,ml
