species_id,species_name,scientific_name,animal_type_name,match_method,confidence,review_status,evidence,notes
SP274,Fou de Bassan,Morus bassanus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP255,Fouine,Martes foina,Mustélidés,candidate_taxonomy_rule,high,approved,taxonomy: AGW Mustélidé,Phase 1 operational classification; verify domain ownership before migration.
SP187,Foulque macroule,Fulica atra,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP60,Fuligule milouin,Aythya ferina,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP62,Fuligule milouinan,Aythya marila,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP61,Fuligule morillon,Aythya fuligula,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP63,Fuligule nyroca,Aythya nyroca,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP59,Fuligule à bec cerclé,Aythya collaris,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP188,Fulmar boréal,Fulmarus glacialis,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP192,Gallinule poule d'eau,Gallinula chloropus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP381,Ganga unibande,Pterocles orientalis,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP75,Garrot à oeil d'or,Bucephala clangula,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP193,Geai des chênes,Garrulus glandarius,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP197,Genette,Genetta genetta,Mustélidés,candidate_taxonomy_rule,high,approved,taxonomy: AGW Mustélidé,Phase 1 operational classification; verify domain ownership before migration.
SP198,Glaréole à collier,Glareola pratincola,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP280,Gobemouche gris,Muscicapa striata,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP183,Gobemouche nain,Ficedula parva,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP182,Gobemouche noir,Ficedula hypoleuca,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP181,Gobemouche à collier,Ficedula albicollis,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP251,Gorgebleue à miroir,Luscinia svecica,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP223,Goéland argenté,Larus argentatus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP228,Goéland bourgmestre,Larus hyperboreus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP226,Goéland brun,Larus fuscus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP225,Goéland cendré,Larus canus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP231,Goéland leucophée,Larus michahellis,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP229,Goéland marin,Larus marinus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP224,Goéland pontique,Larus cachinnans,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP227,Goéland à ailes blanches,Larus glaucoides,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP136,Grand Corbeau,Corvus corax,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP341,Grand Cormoran,Phalacrocorax carbo,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP142,Grand Hasmter,Cricetus cricetus,Rongeurs,candidate_taxonomy_rule,high,approved,taxonomy: AGW Micro-mammifère,Phase 1 operational classification; verify domain ownership before migration.
SP411,Grand Labbe,Stercorarius skua,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP439,Grand Tétras,Tetrao urogallus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP73,Grand-Duc d'Europe,Bubo bubo,Rapaces,candidate_taxonomy_rule,high,approved,taxonomy: AGW Rapace,Phase 1 operational classification; verify domain ownership before migration.
SP49,Grande Aigrette,Ardea alba,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP385,Grenouille agile,Rana dalmatina,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP335,Grenouille de Lessona,Pelophylax lessonae,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP336,Grenouille rieuse,Pelophylax ridibundus,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP386,Grenouille rousse,Rana temporaria,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP241,Grenouille taureau,Lithobates catesbeianus,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP334,Grenouille verte,Pelophylax kl. esculentus,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP104,Grimperau des jardins,Certhia brachydactyla,Petits Oiseaux,candidate_taxonomy_rule,high,approved,taxonomy: Aves residual operational group,Phase 1 operational classification; verify domain ownership before migration.
SP105,Grimpereau des bois,Certhia familiaris,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP455,Grive de Nauman,Turdus naumanni,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP471,Grive de Sibérie,Zoothera sibirica,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP470,Grive dorée,Zoothera dauma,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP461,Grive draine,Turdus viscivorus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP458,Grive litorne,Turdus pilaris,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP453,Grive mauvis,Turdus iliacus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP457,Grive musicienne,Turdus philomelos,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP456,Grive obscure,Turdus obscurus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP459,Grive à gorge rousse,Turdus ruficollis,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP128,Grosbec casse-noyaux,Coccothraustes coccothraustes,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP201,Grue cendrée,Grus grus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP477,Grue royale,Balearica regulorum,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP434,Grèbe castagneux,Tachybaptus ruficollis,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP370,Grèbe esclavon,Podiceps auritus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP371,Grèbe huppé,Podiceps cristatus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP372,Grèbe jougris,Podiceps grisegena,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP373,Grèbe à cou noir,Podiceps nigricollis,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP114,Guifette leucoptère,Chlidonias leucopterus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP113,Guifette moustac,Chlidonias hybridus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP115,Guifette noire,Chlidonias niger,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP464,Guillemot de Troïl,Uria aalge,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP266,Guêpier d'Europe,Merops apiaster,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP67,Gélinotte des bois,Bonasa bonasia,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP126,Harelde boréale,Clangula hyemalis,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP264,Harle bièvre,Mergus merganser,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP265,Harle huppé,Mergus serrator,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP263,Harle piette,Mergus albellus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP281,Hermine,Mustela erminea,Mustélidés,candidate_taxonomy_rule,high,approved,taxonomy: AGW Mustélidé,Phase 1 operational classification; verify domain ownership before migration.
SP55,Hibou des marais,Asio flammeus,Rapaces,candidate_taxonomy_rule,high,approved,taxonomy: AGW Rapace,Phase 1 operational classification; verify domain ownership before migration.
SP56,Hibou moyen-duc,Asio otus,Rapaces,candidate_taxonomy_rule,high,approved,taxonomy: AGW Rapace,Phase 1 operational classification; verify domain ownership before migration.
SP150,Hirondelle de fenêtre,Delichon urbica,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP394,Hirondelle de rivage,Riparia riparia,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP382,Hirondelle des rochers,Ptyonoprogne rupestris,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP210,Hirondelle rousseline,Hirundo daurica,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP211,Hirondelle rustique,Hirundo rustica,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP463,Huppe fasciée,Upupa epops,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP203,Huîtrier pie,Haematopus ostralegus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP208,Hypolaïs ictérine,Hippolais icterina,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP209,Hypolaïs polyglotte,Hippolais polyglotta,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP172,Hérisson,Erinaceus europaeus,Hérissons / Insectivore,candidate_taxonomy_rule,high,approved,taxonomy: insectivore family,Phase 1 operational classification; verify domain ownership before migration.
SP476,Hérisson à ventre blanc,Atelerix albiventris,Rongeurs,candidate_taxonomy_rule,high,approved,taxonomy: AGW Micro-mammifère,Phase 1 operational classification; verify domain ownership before migration.
SP50,Héron cendré,Ardea cinerea,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP74,Héron garde-boeufs,Bubulcus ibis,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP51,Héron pourpré,Ardea purpurea,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP366,Ibis falcinelle,Plegadis falcinellus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP66,Jaseur boréal,Bombycilla garrulus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP409,Labbe parasite,Stercorarius parasiticus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP410,Labbe pomarin,Stercorarius pomarinus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP408,Labbe à longue queue,Stercorarius longicaudus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP218,Lagopède,Lagopus lagopus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP315,Lapin de Garenne,Oryctolagus cuniculus,Lagomorphe,candidate_taxonomy_rule,high,approved,taxonomy: order Lagomorpha,Phase 1 operational classification; verify domain ownership before migration.
SP316,Lapin domestique,Oryctolagus cuniculus domesticus,"Autres mammifères (Procyonidé, Viverridés, ...)",candidate_taxonomy_rule,high,approved,taxonomy: AGW Domestique,Phase 1 operational classification; verify domain ownership before migration.
SP96,Linotte mélodieuse,Carduelis cannabina,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP100,Linotte à bec jaune,Carduelis flavirostris,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP235,Lièvre d'Europe,Lepus europaeus,Lagomorphe,candidate_taxonomy_rule,high,approved,taxonomy: order Lagomorpha,Phase 1 operational classification; verify domain ownership before migration.
SP242,Locustelle fluviatile,Locustella fluviatilis,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP243,Locustelle luscinoïde,Locustella luscinioides,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP244,Locustelle tachetée,Locustella naevia,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP200,Loir,Glis glis,Rongeurs,candidate_taxonomy_rule,high,approved,taxonomy: AGW Micro-mammifère,Phase 1 operational classification; verify domain ownership before migration.
SP314,Loriot d'Europe,Oriolus oriolus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP93,Loup,Canis lupus,Canidés,candidate_taxonomy_rule,high,approved,taxonomy: family Canidae,Phase 1 operational classification; verify domain ownership before migration.
SP252,Loutre,Lutra lutra,Mustélidés,candidate_taxonomy_rule,high,approved,taxonomy: AGW Mustélidé,Phase 1 operational classification; verify domain ownership before migration.
SP254,Lynx boréal,Lynx lynx,"Autres mammifères (Procyonidé, Viverridés, ...)",candidate_taxonomy_rule,high,approved,taxonomy: Mammalia residual group,Phase 1 operational classification; verify domain ownership before migration.
SP158,Lérot,Eliomys quercinus,Rongeurs,candidate_taxonomy_rule,high,approved,taxonomy: AGW Micro-mammifère,Phase 1 operational classification; verify domain ownership before migration.
SP369,Lézard des murailles,Podarcis muralis,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP217,Lézard des souches,Lacerta agilis,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP472,Lézard vivipare,Zootoca vivipara,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP184,Macareux moine,Fratercula arctica,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP257,Macreuse brune,Melanitta fusca,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP258,Macreuse noire,Melanitta nigra,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP376,Marouette de Baillon,Porzana pusilla,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP375,Marouette ponctuée,Porzana porzana,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP374,Marouette poussin,Porzana parva,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP15,Martin-pêcheur d'Europe,Alcedo atthis,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP44,Martinet noir,Apus apus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP45,Martinet à ventre blanc,Apus melba,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP256,Martre des pins,Martes martes,Mustélidés,candidate_taxonomy_rule,high,approved,taxonomy: AGW Mustélidé,Phase 1 operational classification; verify domain ownership before migration.
SP17,Mergule nain,Alle alle,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP454,Merle noir,Turdus merula,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP460,Merle à plastron,Turdus torquatus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP271,Milan noir,Milvus migrans,Rapaces,candidate_taxonomy_rule,high,approved,taxonomy: AGW Rapace,Phase 1 operational classification; verify domain ownership before migration.
SP272,Milan royal,Milvus milvus,Rapaces,candidate_taxonomy_rule,high,approved,taxonomy: AGW Rapace,Phase 1 operational classification; verify domain ownership before migration.
SP331,Moineau domestique,Passer domesticus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP332,Moineau friquet,Passer montanus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP339,Moineau soulcie,Petronia petronia,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP273,Monticole de roche,Monticola saxatilis,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP234,Mouette de Sabine,Larus sabini,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP230,Mouette mélanocéphale,Larus melanocephalus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP232,Mouette pygmée,Larus minutus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP233,Mouette rieuse,Larus ridibundus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP395,Mouette tridactyle,Rissa triactyla,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP319,Mouflon x Mouton domestique,Ovis gmelini musimon x Ovis sp.,Ongulés,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP42,Mulot,Apodemus flavicollis,Rongeurs,candidate_taxonomy_rule,high,approved,taxonomy: AGW Micro-mammifère,Phase 1 operational classification; verify domain ownership before migration.
SP43,Mulot sylvestre,Apodemus sylvaticus,Rongeurs,candidate_taxonomy_rule,high,approved,taxonomy: AGW Micro-mammifère,Phase 1 operational classification; verify domain ownership before migration.
SP169,Murin,Eptesicus nilssonii,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP286,Murin,Myotis alcathoe,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP287,Murin,Myotis bechsteinii,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP288,Murin,Myotis brandtii,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP289,Murin,Myotis dasycneme,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP291,Murin,Myotis emarginatus,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP292,Murin,Myotis myotis,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP293,Murin,Myotis mystacinus,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP294,Murin,Myotis nattereri,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP290,Murin de Daubenton,Myotis daubentonii,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP296,Musaraigne,Neomys anomalus,Hérissons / Insectivore,candidate_taxonomy_rule,high,approved,taxonomy: insectivore family,Phase 1 operational classification; verify domain ownership before migration.
SP297,Musaraigne,Neomys fodiens,Hérissons / Insectivore,candidate_taxonomy_rule,high,approved,taxonomy: insectivore family,Phase 1 operational classification; verify domain ownership before migration.
SP406,Musaraigne,Sorex coronatus,Hérissons / Insectivore,candidate_taxonomy_rule,high,approved,taxonomy: insectivore family,Phase 1 operational classification; verify domain ownership before migration.
SP407,Musaraigne,Sorex minutus,Hérissons / Insectivore,candidate_taxonomy_rule,high,approved,taxonomy: insectivore family,Phase 1 operational classification; verify domain ownership before migration.
SP143,Musaraigne bicolore,Crocidura leucodon,Hérissons / Insectivore,candidate_taxonomy_rule,high,approved,taxonomy: insectivore family,Phase 1 operational classification; verify domain ownership before migration.
SP405,Musaraigne carrelet,Sorex araneus,Hérissons / Insectivore,candidate_taxonomy_rule,high,approved,taxonomy: insectivore family,Phase 1 operational classification; verify domain ownership before migration.
SP144,Musaraigne musette,Crocidura russula,Hérissons / Insectivore,candidate_taxonomy_rule,high,approved,taxonomy: insectivore family,Phase 1 operational classification; verify domain ownership before migration.
SP279,Muscardin,Muscardinus avellanarius,Rongeurs,candidate_taxonomy_rule,high,approved,taxonomy: AGW Micro-mammifère,Phase 1 operational classification; verify domain ownership before migration.
SP326,Mésange bleue,Parus caeruleus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP329,Mésange boréale,Parus montanus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP328,Mésange charbonnière,Parus major,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP327,Mésange huppée,Parus cristatus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP325,Mésange noire,Parus ater,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP330,Mésange nonnette,Parus palustris,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP299,Nette rousse,Netta rufina,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP304,Noctule,Nyctalus leisleri,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP305,Noctule commune,Nyctalus noctula,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP309,Océanite culblanc,Oceanodroma leucorhoa,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
